time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-16 00:00:00+00:00,1,1,116,31
2024-02-17 00:00:00+00:00,5,2,43,13
2024-02-18 00:00:00+00:00,1,1,37,22
2024-02-19 00:00:00+00:00,2,2,108,49
2024-02-20 00:00:00+00:00,4,4,130,56
2024-02-21 00:00:00+00:00,6,4,228,48
2024-02-22 00:00:00+00:00,4,4,123,53
2024-02-23 00:00:00+00:00,2,2,136,41
2024-02-24 00:00:00+00:00,8,5,24,14
2024-02-25 00:00:00+00:00,3,3,28,13
2024-02-26 00:00:00+00:00,5,4,175,53
2024-02-27 00:00:00+00:00,4,4,216,74
2024-02-28 00:00:00+00:00,12,6,161,50
2024-02-29 00:00:00+00:00,4,3,204,48
