time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-11 00:00:00+00:00,4.0,4.0,67,39
2025-02-12 00:00:00+00:00,7.0,6.0,152,42
2025-02-13 00:00:00+00:00,5.0,2.0,59,32
2025-02-14 00:00:00+00:00,2.0,2.0,37,24
2025-02-15 00:00:00+00:00,5.0,2.0,30,23
2025-02-16 00:00:00+00:00,7.0,5.0,37,19
2025-02-17 00:00:00+00:00,5.0,3.0,78,45
2025-02-18 00:00:00+00:00,,,70,32
2025-02-19 00:00:00+00:00,2.0,2.0,51,30
2025-02-20 00:00:00+00:00,5.0,3.0,49,43
2025-02-21 00:00:00+00:00,1.0,1.0,71,28
2025-02-22 00:00:00+00:00,9.0,4.0,32,16
2025-02-23 00:00:00+00:00,1.0,1.0,26,17
2025-02-24 00:00:00+00:00,,,50,35
