url_path,views_total,views_unique
/gitblit-org/gitblit,349,222
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,298,52
/gitblit-org/gitblit/issues/1384,276,232
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/auth,255,35
/gitblit-org/gitblit/tree/master/src/main/java,159,61
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,100,26
/gitblit-org/gitblit/tree/master/src/main,93,43
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/models,93,18
/gitblit-org/gitblit/tree/master/src,86,42
/gitblit-org/gitblit/releases,78,59
