url_path,views_total,views_unique
/gitblit-org/gitblit,315,213
/gitblit-org/gitblit/issues/1384,287,241
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,225,43
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/auth,187,29
/gitblit-org/gitblit/tree/master/src/main/java,113,53
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/models,90,17
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,88,21
/gitblit-org/gitblit/issues,78,35
/gitblit-org/gitblit/releases,75,55
/gitblit-org/gitblit/tree/master/src/main,75,39
