time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-27 00:00:00+00:00,71.0,19.0,47,19
2025-08-28 00:00:00+00:00,1256.0,41.0,188,43
2025-08-29 00:00:00+00:00,1211.0,19.0,53,24
2025-08-30 00:00:00+00:00,2355.0,22.0,27,10
2025-08-31 00:00:00+00:00,1213.0,21.0,89,76
2025-09-01 00:00:00+00:00,25.0,15.0,214,84
2025-09-02 00:00:00+00:00,1237.0,39.0,122,38
2025-09-03 00:00:00+00:00,53.0,20.0,121,30
2025-09-04 00:00:00+00:00,58.0,20.0,47,28
2025-09-05 00:00:00+00:00,28.0,10.0,39,19
2025-09-06 00:00:00+00:00,18.0,8.0,18,8
2025-09-07 00:00:00+00:00,13.0,5.0,9,7
2025-09-08 00:00:00+00:00,28.0,10.0,20,13
2025-09-09 00:00:00+00:00,76.0,28.0,91,31
2025-09-10 00:00:00+00:00,,,1,1
