time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-07 00:00:00+00:00,1,1,109,61
2022-09-08 00:00:00+00:00,3,3,154,95
2022-09-09 00:00:00+00:00,5,5,171,84
2022-09-10 00:00:00+00:00,1,1,73,27
2022-09-11 00:00:00+00:00,2,1,33,23
2022-09-12 00:00:00+00:00,8,5,128,57
2022-09-13 00:00:00+00:00,2,2,136,71
2022-09-14 00:00:00+00:00,5,4,165,85
2022-09-15 00:00:00+00:00,5,4,142,79
2022-09-16 00:00:00+00:00,5,4,133,62
2022-09-17 00:00:00+00:00,5,2,67,34
2022-09-18 00:00:00+00:00,4,3,62,28
2022-09-19 00:00:00+00:00,2,2,68,52
2022-09-20 00:00:00+00:00,3,2,132,67
