time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-24 00:00:00+00:00,6.0,3.0,53,25
2022-09-25 00:00:00+00:00,,,59,24
2022-09-26 00:00:00+00:00,1.0,1.0,113,66
2022-09-27 00:00:00+00:00,2.0,2.0,124,68
2022-09-28 00:00:00+00:00,1.0,1.0,113,64
2022-09-29 00:00:00+00:00,3.0,3.0,129,63
2022-09-30 00:00:00+00:00,5.0,5.0,93,52
2022-10-01 00:00:00+00:00,4.0,1.0,48,22
2022-10-02 00:00:00+00:00,,,35,27
2022-10-03 00:00:00+00:00,1.0,1.0,101,49
2022-10-04 00:00:00+00:00,6.0,5.0,149,44
2022-10-05 00:00:00+00:00,2.0,2.0,176,47
2022-10-06 00:00:00+00:00,2.0,2.0,160,63
2022-10-07 00:00:00+00:00,,,108,48
2022-10-08 00:00:00+00:00,,,4,3
