time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-29 00:00:00+00:00,1,1,114,76
2022-08-30 00:00:00+00:00,4,4,127,83
2022-08-31 00:00:00+00:00,4,4,126,77
2022-09-01 00:00:00+00:00,3,2,153,74
2022-09-02 00:00:00+00:00,5,5,91,64
2022-09-03 00:00:00+00:00,1,1,77,28
2022-09-04 00:00:00+00:00,2,2,26,22
2022-09-05 00:00:00+00:00,2,2,136,78
2022-09-06 00:00:00+00:00,4,4,184,81
2022-09-07 00:00:00+00:00,2,2,134,79
2022-09-08 00:00:00+00:00,3,3,154,95
2022-09-09 00:00:00+00:00,5,5,171,84
2022-09-10 00:00:00+00:00,1,1,73,27
2022-09-11 00:00:00+00:00,2,1,33,23
2022-09-12 00:00:00+00:00,2,1,2,2
