time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-09 00:00:00+00:00,16.0,6.0,83,34
2022-04-10 00:00:00+00:00,,,78,35
2022-04-11 00:00:00+00:00,2.0,1.0,224,95
2022-04-12 00:00:00+00:00,2.0,2.0,219,108
2022-04-13 00:00:00+00:00,4.0,2.0,177,93
2022-04-14 00:00:00+00:00,1.0,1.0,140,77
2022-04-15 00:00:00+00:00,1.0,1.0,172,65
2022-04-16 00:00:00+00:00,3.0,3.0,69,38
2022-04-17 00:00:00+00:00,4.0,2.0,102,34
2022-04-18 00:00:00+00:00,1.0,1.0,113,65
2022-04-19 00:00:00+00:00,3.0,3.0,168,79
2022-04-20 00:00:00+00:00,3.0,3.0,417,259
2022-04-21 00:00:00+00:00,1.0,1.0,367,260
2022-04-22 00:00:00+00:00,1.0,1.0,252,108
