time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-19 00:00:00+00:00,3,3,157,69
2022-04-20 00:00:00+00:00,3,3,417,259
2022-04-21 00:00:00+00:00,1,1,367,260
2022-04-22 00:00:00+00:00,1,1,252,108
2022-04-23 00:00:00+00:00,4,4,98,44
2022-04-24 00:00:00+00:00,11,5,142,44
2022-04-25 00:00:00+00:00,1,1,234,108
2022-04-26 00:00:00+00:00,4,4,257,109
2022-04-27 00:00:00+00:00,4,4,202,107
2022-04-28 00:00:00+00:00,7,3,199,95
2022-04-29 00:00:00+00:00,3,3,181,102
2022-04-30 00:00:00+00:00,3,2,96,45
2022-05-01 00:00:00+00:00,1,1,103,47
2022-05-02 00:00:00+00:00,1,1,145,81
