url_path,views_total,views_unique
/gitblit-org/gitblit-docker,13,10
/gitblit-org/gitblit-docker/blob/master/Dockerfile,6,4
/gitblit-org/gitblit-docker/blob/master/Dockerfile.alpine,5,2
/gitblit-org/gitblit-docker/tree/8b900717cf9bd82339b968117788274c01cbc861,3,1
/gitblit-org/gitblit-docker/blob/master/docker-entrypoint.sh,2,2
/gitblit-org/gitblit-docker/tree/master,2,2
/gitblit-org/gitblit-docker/blob/8b900717cf9bd82339b968117788274c01cbc861/docker-entrypoint.sh,2,1
/gitblit-org/gitblit-docker/tree/v1.10.0-1,2,1
/gitblit-org/gitblit-docker/blob/8b900717cf9bd82339b968117788274c01cbc861/Dockerfile,1,1
/gitblit-org/gitblit-docker/blob/8b900717cf9bd82339b968117788274c01cbc861/migrate/defaults.properties-1.8,1,1
