url_path,views_total,views_unique
/gitblit-org/gitblit-docker,22,9
/gitblit-org/gitblit-docker/blob/master/hub-readme.md,4,2
/gitblit-org/gitblit-docker/blob/master/Dockerfile,3,3
/gitblit-org/gitblit-docker/pulse,3,1
/gitblit-org/gitblit-docker/issues/12,2,2
/gitblit-org/gitblit-docker/issues,2,1
/gitblit-org/gitblit-docker/network/dependencies,2,1
/gitblit-org/gitblit-docker/network/members,2,1
/gitblit-org/gitblit-docker/blob/master/generate/Dockerfile.template,1,1
/gitblit-org/gitblit-docker/blob/master/generate/generate_dockerfile.sh,1,1
